16,16,16,32,16384,2609.485353,2.609485
16,16,16,32,16384,2609.201274,2.609201
16,16,16,32,16384,2608.839299,2.608839
16,16,16,32,16384,2608.456345,2.608456
16,16,16,32,16384,2609.452839,2.609453
16,16,16,32,16384,2609.352207,2.609352
32,32,32,32,16384,20679.589268,20.679589
32,32,32,32,16384,20829.967561,20.829968
32,32,32,32,16384,20786.803313,20.786803
32,32,32,32,16384,20805.763680,20.805764
32,32,32,32,16384,20854.538385,20.854538
32,32,32,32,16384,20856.885682,20.856886
32,32,32,64,16384,20727.492652,20.727493
32,32,32,64,16384,20856.678592,20.856679
32,32,32,64,16384,20837.702487,20.837702
32,32,32,64,16384,20831.829833,20.831830
32,32,32,64,16384,20856.185610,20.856186
32,32,32,64,16384,20848.915676,20.848916
32,32,32,128,16384,20770.525628,20.770526
32,32,32,128,16384,20825.649234,20.825649
32,32,32,128,16384,20799.998161,20.799998
32,32,32,128,16384,20802.822097,20.802822
32,32,32,128,16384,20855.913630,20.855914
32,32,32,128,16384,20849.355806,20.849356
64,64,64,32,16384,164499.851790,164.499852
64,64,64,32,16384,165130.892070,165.130892
64,64,64,32,16384,141708.358892,141.708359
64,64,64,32,16384,79125.515528,79.125516
64,64,64,32,16384,74130.281452,74.130281
64,64,64,32,16384,69609.715489,69.609715
64,64,64,64,16384,164161.629136,164.161629
64,64,64,64,16384,164207.023500,164.207023
64,64,64,64,16384,165565.273970,165.565274
64,64,64,64,16384,123389.333638,123.389334
64,64,64,64,16384,124566.678178,124.566678
64,64,64,64,16384,122458.412030,122.458412
64,64,64,128,16384,164783.198529,164.783199
64,64,64,128,16384,164419.544394,164.419544
64,64,64,128,16384,165970.955131,165.970955
64,64,64,128,16384,155986.774975,155.986775
64,64,64,128,16384,158031.863353,158.031863
64,64,64,128,16384,147569.765594,147.569766
64,64,64,256,16384,163838.394829,163.838395
64,64,64,256,16384,164945.304540,164.945305
64,64,64,256,16384,166200.838332,166.200838
64,64,64,256,16384,154246.482014,154.246482
64,64,64,256,16384,151220.256081,151.220256
64,64,64,256,16384,139060.222177,139.060222
64,64,64,512,16384,165969.523878,165.969524
64,64,64,512,16384,165200.199702,165.200200
64,64,64,512,16384,164816.788513,164.816789
64,64,64,512,16384,143237.693340,143.237693
64,64,64,512,16384,134682.652922,134.682653
64,64,64,512,16384,133397.459873,133.397460
128,128,128,32,16384,67347.791636,67.347792
128,128,128,32,16384,75135.379620,75.135380
128,128,128,32,16384,67546.321148,67.546321
128,128,128,32,16384,41158.337583,41.158338
128,128,128,32,16384,42073.393240,42.073393
128,128,128,32,16384,41743.536604,41.743537
128,128,128,64,16384,391423.791328,391.423791
128,128,128,64,16384,310373.247870,310.373248
128,128,128,64,16384,316263.085978,316.263086
128,128,128,64,16384,220457.365726,220.457366
128,128,128,64,16384,205238.084463,205.238084
128,128,128,64,16384,202550.693778,202.550694
128,128,128,128,16384,412235.138020,412.235138
128,128,128,128,16384,310337.766080,310.337766
128,128,128,128,16384,314063.325884,314.063326
128,128,128,128,16384,313941.556743,313.941557
128,128,128,128,16384,293263.108940,293.263109
128,128,128,128,16384,292797.720771,292.797721
128,128,128,256,16384,388578.774255,388.578774
128,128,128,256,16384,310723.174328,310.723174
128,128,128,256,16384,312377.333995,312.377334
128,128,128,256,16384,314069.064193,314.069064
128,128,128,256,16384,289123.856763,289.123857
128,128,128,256,16384,295329.201813,295.329202
128,128,128,512,16384,349131.027357,349.131027
128,128,128,512,16384,309482.505116,309.482505
128,128,128,512,16384,311355.447668,311.355448
128,128,128,512,16384,302262.108665,302.262109
128,128,128,512,16384,287411.662189,287.411662
128,128,128,512,16384,274029.976176,274.029976
192,192,192,96,16384,109479.614816,109.479615
