2d,16,16,16,1,1,155.494,32
2d,16,16,16,1,2,130.917,64
2d,16,16,16,1,3,155.621,96
2d,16,16,16,1,4,155.396,128
2d,16,16,16,1,8,159.134,256
2d,16,16,16,1,16,158.258,512
2d,32,32,32,1,1,380.552,32
2d,32,32,32,1,2,242.398,64
2d,32,32,32,1,3,378.483,96
2d,32,32,32,2,4,250.739,128
2d,32,32,32,2,8,250.811,256
2d,32,32,32,2,16,250.824,512
2d,48,48,48,1,1,437.523,32
2d,48,48,48,1,2,237.483,64
2d,48,48,48,1,3,428.719,96
2d,48,48,48,1,4,391.678,128
2d,48,48,48,1,8,99.3187,256
2d,48,48,48,3,16,274.978,512
2d,64,64,64,1,1,420.272,32
2d,64,64,64,1,2,232.222,64
2d,64,64,64,1,3,394.74,96
2d,64,64,64,2,4,470.152,128
2d,64,64,64,2,8,456.281,256
2d,64,64,64,4,16,284.562,512
2d,80,80,80,1,1,244.069,32
2d,80,80,80,1,2,201.586,64
2d,80,80,80,1,3,242.032,96
2d,80,80,80,1,4,241.871,128
2d,80,80,80,1,8,98.3603,256
2d,96,96,96,1,1,154.852,32
2d,96,96,96,1,2,154.698,64
2d,96,96,96,1,3,154.865,96
2d,96,96,96,2,4,464.909,128
2d,96,96,96,2,8,352.915,256
2d,96,96,96,3,16,284.745,512
2d,112,112,112,1,1,175.769,32
2d,112,112,112,1,2,175.856,64
2d,112,112,112,1,3,176.011,96
2d,112,112,112,1,4,175.809,128
2d,112,112,112,1,8,101.623,256
2d,128,128,128,1,1,60.9528,32
2d,128,128,128,1,2,61.0248,64
2d,128,128,128,1,3,60.9465,96
2d,128,128,128,2,4,450.709,128
2d,128,128,128,2,8,384.016,256
2d,128,128,128,4,16,376.158,512
2d,144,144,144,1,1,55.6712,32
2d,144,144,144,1,2,55.709,64
2d,144,144,144,1,3,55.6698,96
2d,144,144,144,1,4,55.6788,128
2d,144,144,144,1,8,55.6624,256
2d,160,160,160,2,4,305.604,128
2d,160,160,160,2,8,305.357,256
2d,192,192,192,2,4,274.055,128
2d,192,192,192,2,8,274.121,256
2d,224,224,224,2,4,269.328,128
2d,224,224,224,2,8,268.224,256
