3d,16,16,16,1,61.9854,0.13216,16
3d,32,32,32,1,227.649,0.287882,16
3d,48,48,48,1,976.567,0.226491,16
3d,64,64,64,1,1537.06,0.341097,16
3d,64,64,64,2,1184.82,0.442503,128
3d,80,80,80,1,4395.22,0.232981,16
3d,80,80,80,2,1395.77,0.733647,128
3d,96,96,96,1,14143.2,0.125111,16
3d,96,96,96,2,3410.89,0.518772,128
3d,112,112,112,1,19164.5,0.146618,16
3d,112,112,112,2,2447.47,1.14806,128
3d,128,128,128,1,23936.2,0.175229,16
3d,128,128,128,2,5739.03,0.730838,128
3d,144,144,144,1,63471.1,0.0940896,16
3d,144,144,144,2,6444.26,0.926711,128
3d,160,160,160,1,1.84467e+13,4.44089e-10,16
3d,160,160,160,2,11428.9,0.716781,128
3d,176,176,176,1,98709.6,0.110461,16
3d,176,176,176,2,8227.06,1.32533,128
3d,192,192,192,2,16219.9,0.872742,128
3d,208,208,208,2,18130.2,0.992701,128
3d,224,224,224,2,24453.5,0.91925,128
